"Date","pH_ScientificUnits","Salinity_PartsPerThousand","WaterTemp_Celcius","Turbidity_FNU","DissOxy_MilligramPerLitre","newdate"
"4/26/2017 14:00",8.2,29.61979149,24.84,3.24,7.03,2017-04-26 14:00:00
"4/26/2017 15:00",8.21,29.50654969,25.25,2.55,7.45,2017-04-26 15:00:00
"4/26/2017 16:00",8.21,29.44835799,25.48,2.31,7.32,2017-04-26 16:00:00
"4/26/2017 17:00",8.23,29.40348303,25.46,2.28,7.75,2017-04-26 17:00:00
"4/26/2017 18:00",8.23,29.34661457,25.4,2.73,7.74,2017-04-26 18:00:00
"4/26/2017 19:00",8.23,29.28171233,25.29,2.47,7.58,2017-04-26 19:00:00
"4/26/2017 20:00",8.22,29.21358399,25.19,3.06,7.38,2017-04-26 20:00:00
"4/26/2017 21:00",8.21,29.173611,25.08,4.51,7.18,2017-04-26 21:00:00
"4/26/2017 22:00",8.2,29.12112563,25.03,3.11,6.95,2017-04-26 22:00:00
"4/26/2017 23:00",8.2,29.10996381,24.94,2.61,6.94,2017-04-26 23:00:00
"4/27/2017 0:00",8.18,29.09842857,24.85,2.74,6.33,2017-04-27 00:00:00
"4/27/2017 1:00",8.19,29.06913565,24.78,3.18,6.29,2017-04-27 01:00:00
"4/27/2017 2:00",8.19,29.05086595,24.72,2.84,6.26,2017-04-27 02:00:00
"4/27/2017 3:00",8.18,29.03858536,24.65,2.55,6.24,2017-04-27 03:00:00
"4/27/2017 4:00",8.17,29.17790004,24.67,2.68,6.11,2017-04-27 04:00:00
"4/27/2017 5:00",8.17,29.21158526,24.61,2.57,6,2017-04-27 05:00:00
"4/27/2017 6:00",8.16,29.19884356,24.55,2.31,5.83,2017-04-27 06:00:00
"4/27/2017 7:00",8.16,29.19111183,24.51,2.36,5.69,2017-04-27 07:00:00
"4/27/2017 8:00",8.16,29.20837326,24.52,2.52,5.8,2017-04-27 08:00:00
"4/27/2017 9:00",8.17,29.23966274,24.57,2.33,6.04,2017-04-27 09:00:00
"4/27/2017 10:00",8.17,29.45463887,24.73,3.22,6.16,2017-04-27 10:00:00
"4/27/2017 11:00",8.18,29.56231053,24.86,3.56,6.49,2017-04-27 11:00:00
"4/27/2017 12:00",8.2,29.64490752,25.05,4.13,7.05,2017-04-27 12:00:00
"4/27/2017 13:00",8.21,29.51240831,25.53,3.24,7.15,2017-04-27 13:00:00
"4/27/2017 14:00",8.2,29.31574934,26.25,2.49,7.34,2017-04-27 14:00:00
"4/27/2017 15:00",8.21,29.2716372,26.41,3.12,7.57,2017-04-27 15:00:00
"4/27/2017 16:00",8.22,29.20397073,26.62,3.08,7.66,2017-04-27 16:00:00
"4/27/2017 17:00",8.21,29.08493127,26.81,3.43,7.63,2017-04-27 17:00:00
"4/27/2017 18:00",8.21,29.01651487,26.87,3.53,7.52,2017-04-27 18:00:00
"4/27/2017 19:00",8.2,28.9808789,26.82,3.75,7.29,2017-04-27 19:00:00
"4/27/2017 20:00",8.2,28.97828489,26.74,3.32,7.15,2017-04-27 20:00:00
"4/27/2017 21:00",8.2,29.05095012,26.63,3.29,6.83,2017-04-27 21:00:00
"4/27/2017 22:00",8.19,29.04969152,26.56,3.67,6.81,2017-04-27 22:00:00
"4/27/2017 23:00",8.17,29.01019899,26.54,2.36,6.31,2017-04-27 23:00:00
"4/28/2017 0:00",8.18,29.02357088,26.49,2.79,6.56,2017-04-28 00:00:00
"4/28/2017 1:00",8.18,29.19052989,26.37,2.65,6.28,2017-04-28 01:00:00
"4/28/2017 2:00",8.18,29.41939252,26.32,2.52,6.22,2017-04-28 02:00:00
"4/28/2017 3:00",8.17,29.39425531,26.32,3.51,6.06,2017-04-28 03:00:00
"4/28/2017 4:00",8.16,29.28867896,26.27,2.32,6.06,2017-04-28 04:00:00
"4/28/2017 5:00",8.16,29.29764634,26.21,2.41,5.92,2017-04-28 05:00:00
"4/28/2017 6:00",8.16,29.31611564,26.15,2.4,5.85,2017-04-28 06:00:00
"4/28/2017 7:00",8.14,29.51471127,26.15,3.07,5.46,2017-04-28 07:00:00
"4/28/2017 8:00",8.15,29.61421957,26.12,2.55,5.75,2017-04-28 08:00:00
"4/28/2017 9:00",8.15,29.73061077,26.17,3.02,5.81,2017-04-28 09:00:00
"4/28/2017 10:00",8.16,29.69937161,26.27,3.21,6.03,2017-04-28 10:00:00
"4/28/2017 11:00",8.17,29.57165883,26.54,2.76,6.28,2017-04-28 11:00:00
"4/28/2017 12:00",8.18,29.39375068,27.03,2.21,6.6,2017-04-28 12:00:00
"4/28/2017 13:00",8.19,29.37248631,27.22,2.55,7.17,2017-04-28 13:00:00
"4/28/2017 14:00",8.2,29.33187183,27.49,2.88,7.51,2017-04-28 14:00:00
"4/28/2017 15:00",8.21,29.26991022,27.71,2.6,7.53,2017-04-28 15:00:00
"4/28/2017 16:00",8.22,29.32770679,27.92,2.29,7.71,2017-04-28 16:00:00
"4/28/2017 17:00",8.22,29.40889177,28.03,2.49,7.74,2017-04-28 17:00:00
"4/28/2017 18:00",8.22,29.40925609,27.98,2.2,7.63,2017-04-28 18:00:00
"4/28/2017 19:00",8.21,29.49500629,27.89,2.69,7.35,2017-04-28 19:00:00
"4/28/2017 20:00",8.19,29.4151807,27.75,2.52,6.85,2017-04-28 20:00:00
"4/28/2017 21:00",8.18,29.23156384,27.65,2.65,6.67,2017-04-28 21:00:00
"4/28/2017 22:00",8.19,29.24584557,27.51,2.57,6.74,2017-04-28 22:00:00
"4/28/2017 23:00",8.18,29.43195315,27.31,2.54,6.5,2017-04-28 23:00:00
"4/29/2017 0:00",8.18,29.47002568,27.24,2.32,6.48,2017-04-29 00:00:00
"4/29/2017 1:00",8.19,29.65143391,27.18,2.62,6.6,2017-04-29 01:00:00
"4/29/2017 2:00",8.18,29.71420196,27.12,2.37,6.3,2017-04-29 02:00:00
"4/29/2017 3:00",8.17,29.67481091,27.03,1.76,6.22,2017-04-29 03:00:00
"4/29/2017 4:00",8.16,29.63843081,26.95,2.15,6.04,2017-04-29 04:00:00
"4/29/2017 5:00",8.17,29.60118158,26.87,2.15,6.03,2017-04-29 05:00:00
"4/29/2017 6:00",8.16,29.51333149,26.75,6.05,5.79,2017-04-29 06:00:00
"4/29/2017 7:00",8.15,29.54677156,26.77,1.82,5.74,2017-04-29 07:00:00
"4/29/2017 8:00",8.14,29.43642216,26.76,2.45,5.65,2017-04-29 08:00:00
"4/29/2017 9:00",8.15,29.08576541,26.85,2.95,6.11,2017-04-29 09:00:00
"4/29/2017 10:00",8.17,29.34007592,26.9,3.8,6.37,2017-04-29 10:00:00
"4/29/2017 11:00",8.16,29.10704025,27.15,3.62,6.39,2017-04-29 11:00:00
"4/29/2017 12:00",8.16,28.93385188,27.35,4,6.85,2017-04-29 12:00:00
"4/29/2017 13:00",8.18,28.92067296,27.65,3.61,7.15,2017-04-29 13:00:00
"4/29/2017 14:00",8.2,29.13383283,27.99,3.05,7.43,2017-04-29 14:00:00
"4/29/2017 15:00",8.22,29.2516732,28.2,5.37,7.75,2017-04-29 15:00:00
"4/29/2017 16:00",8.23,29.32321303,28.28,3.17,7.85,2017-04-29 16:00:00
"4/29/2017 17:00",8.21,29.21124634,28.37,3.2,7.6,2017-04-29 17:00:00
"4/29/2017 18:00",8.22,29.26812111,28.31,3.49,7.56,2017-04-29 18:00:00
"4/29/2017 19:00",8.21,29.28982536,28.14,5.93,7.37,2017-04-29 19:00:00
"4/29/2017 20:00",8.23,29.43605678,27.99,2.61,7.56,2017-04-29 20:00:00
"4/29/2017 21:00",8.23,29.50571676,27.84,3.11,7.47,2017-04-29 21:00:00
"4/29/2017 22:00",8.24,29.63693819,27.73,3.25,7.4,2017-04-29 22:00:00
"4/29/2017 23:00",8.24,29.72083295,27.6,3.77,7.2,2017-04-29 23:00:00
"4/30/2017 0:00",8.25,29.79229527,27.47,3.82,7.05,2017-04-30 00:00:00
"4/30/2017 1:00",8.21,29.59814986,27.33,3.8,6.73,2017-04-30 01:00:00
"4/30/2017 2:00",8.18,29.40796135,27.2,3.09,6.35,2017-04-30 02:00:00
"4/30/2017 3:00",8.16,29.23203428,27.05,3.12,6.2,2017-04-30 03:00:00
"4/30/2017 4:00",8.15,28.95299557,26.93,3.76,6.04,2017-04-30 04:00:00
"4/30/2017 5:00",8.17,29.23024194,26.94,4.08,5.92,2017-04-30 05:00:00
"4/30/2017 6:00",8.14,28.81131213,26.85,2.96,5.55,2017-04-30 06:00:00
"4/30/2017 7:00",8.14,29.07681748,26.82,4,5.4,2017-04-30 07:00:00
"4/30/2017 8:00",8.12,28.82315806,26.78,3.69,5.54,2017-04-30 08:00:00
"4/30/2017 9:00",8.12,28.72677138,26.86,4,5.77,2017-04-30 09:00:00
"4/30/2017 10:00",8.13,28.72621208,26.96,3.3,6.1,2017-04-30 10:00:00
"4/30/2017 11:00",8.14,28.81571607,27.06,3.59,6.33,2017-04-30 11:00:00
"4/30/2017 12:00",8.14,28.98948891,27.18,3.97,6.53,2017-04-30 12:00:00
"4/30/2017 13:00",8.16,29.1044678,27.25,3.57,6.78,2017-04-30 13:00:00
"4/30/2017 14:00",8.18,28.99058281,27.41,3.58,7.12,2017-04-30 14:00:00
"4/30/2017 15:00",8.19,28.67724116,27.5,3.56,7.44,2017-04-30 15:00:00
"4/30/2017 16:00",8.19,28.43369392,27.58,4.3,7.57,2017-04-30 16:00:00
"4/30/2017 17:00",8.2,28.4702577,27.63,4.58,7.53,2017-04-30 17:00:00
"4/30/2017 18:00",8.2,28.40459716,27.57,5.07,7.43,2017-04-30 18:00:00
"4/30/2017 19:00",8.19,28.28114515,27.48,4.58,7.2,2017-04-30 19:00:00
"4/30/2017 20:00",8.17,28.52336011,27.38,5.32,6.73,2017-04-30 20:00:00
"4/30/2017 21:00",8.19,29.08105427,27.26,5.56,6.49,2017-04-30 21:00:00
"4/30/2017 22:00",8.2,29.13373488,27.02,4.99,6.51,2017-04-30 22:00:00
"4/30/2017 23:00",8.18,29.29465065,27.05,6.96,6.11,2017-04-30 23:00:00
"5/1/2017 0:00",8.18,29.53608163,26.91,7.09,6.09,2017-05-01 00:00:00
"5/1/2017 1:00",8.18,29.74549209,26.86,5.69,5.86,2017-05-01 01:00:00
"5/1/2017 2:00",8.16,29.34849008,26.76,6.29,5.66,2017-05-01 02:00:00
"5/1/2017 3:00",8.15,29.01577088,26.58,3.79,5.36,2017-05-01 03:00:00
"5/1/2017 4:00",8.15,29.07266662,26.48,4.51,5.67,2017-05-01 04:00:00
"5/1/2017 5:00",8.15,29.10829021,26.38,4.79,5.6,2017-05-01 05:00:00
"5/1/2017 6:00",8.14,29.13340479,26.28,3.73,5.64,2017-05-01 06:00:00
"5/1/2017 7:00",8.12,29.47960451,26.32,5.04,5.15,2017-05-01 07:00:00
"5/1/2017 8:00",8.08,29.76327092,26.36,4.99,5.08,2017-05-01 08:00:00
"5/1/2017 9:00",8.14,28.77454592,26.35,3.9,5.89,2017-05-01 09:00:00
"5/1/2017 10:00",8.15,28.82896472,26.56,3.52,6.24,2017-05-01 10:00:00
"5/1/2017 11:00",8.16,28.74097971,26.79,4.43,6.61,2017-05-01 11:00:00
"5/1/2017 12:00",8.16,28.30044498,26.92,5.7,6.57,2017-05-01 12:00:00
"5/1/2017 13:00",8.16,28.16043045,27.1,5.86,6.77,2017-05-01 13:00:00
"5/1/2017 14:00",8.18,28.20591166,27.33,5.98,7.14,2017-05-01 14:00:00
"5/1/2017 15:00",8.19,28.38620206,27.51,6.36,7.32,2017-05-01 15:00:00
"5/1/2017 16:00",8.19,27.99116434,27.48,5.56,7.73,2017-05-01 16:00:00
"5/1/2017 17:00",8.19,28.2432921,27.46,5.97,7.5,2017-05-01 17:00:00
"5/1/2017 18:00",8.19,28.15800274,27.42,4.84,7.15,2017-05-01 18:00:00
"5/1/2017 19:00",8.19,28.09396096,27.34,5.13,7.17,2017-05-01 19:00:00
"5/1/2017 20:00",8.17,27.86339085,27.24,5.89,7.2,2017-05-01 20:00:00
"5/1/2017 21:00",8.17,28.19662474,27.13,5.28,6.76,2017-05-01 21:00:00
"5/1/2017 22:00",8.15,28.47394057,27.14,5.38,6.4,2017-05-01 22:00:00
"5/1/2017 23:00",8.11,29.17967038,27.1,7.83,5.54,2017-05-01 23:00:00
"5/2/2017 0:00",8.13,28.7001335,26.93,5.73,5.87,2017-05-02 00:00:00
"5/2/2017 1:00",8.15,28.41416037,26.81,4.84,5.98,2017-05-02 01:00:00
"5/2/2017 2:00",8.15,28.3450984,26.68,4.64,6.03,2017-05-02 02:00:00
"5/2/2017 3:00",8.11,28.93233722,26.65,5.21,5.3,2017-05-02 03:00:00
"5/2/2017 4:00",8.06,29.88667573,26.65,9.55,4.79,2017-05-02 04:00:00
"5/2/2017 5:00",8.06,30.07819398,26.63,9.56,4.83,2017-05-02 05:00:00
"5/2/2017 6:00",8.08,30.18678347,26.63,9.48,4.7,2017-05-02 06:00:00
"5/2/2017 7:00",8.07,30.15400614,26.58,10.82,4.49,2017-05-02 07:00:00
"5/2/2017 8:00",8.07,30.14288686,26.56,7.33,4.62,2017-05-02 08:00:00
"5/2/2017 9:00",8.08,30.19633248,26.63,7.89,4.56,2017-05-02 09:00:00
"5/2/2017 10:00",8.1,30.06747496,26.7,5.97,4.67,2017-05-02 10:00:00
"5/2/2017 11:00",8.12,29.25017226,26.81,4.4,5.36,2017-05-02 11:00:00
"5/2/2017 12:00",8.12,28.91244571,26.76,11.76,5.92,2017-05-02 12:00:00
"5/2/2017 13:00",8.12,28.97172645,26.65,10.27,5.83,2017-05-02 13:00:00
"5/2/2017 14:00",8.12,29.02893762,26.62,10.55,5.97,2017-05-02 14:00:00
"5/2/2017 15:00",8.13,29.05290539,26.72,9.23,6.3,2017-05-02 15:00:00
"5/2/2017 16:00",8.14,29.04377107,26.84,7.25,6.39,2017-05-02 16:00:00
"5/2/2017 17:00",8.15,29.00107002,26.91,6.45,6.64,2017-05-02 17:00:00
"5/2/2017 18:00",8.16,28.95108255,26.9,4.59,6.65,2017-05-02 18:00:00
"5/2/2017 19:00",8.16,28.93927726,26.86,5.12,6.58,2017-05-02 19:00:00
"5/2/2017 20:00",8.15,28.95966734,26.79,5.08,6.39,2017-05-02 20:00:00
"5/2/2017 21:00",8.13,29.01225416,26.72,5.05,6.11,2017-05-02 21:00:00
"5/2/2017 22:00",8.12,29.09155279,26.63,4.93,6.01,2017-05-02 22:00:00
"5/2/2017 23:00",8.11,29.17952721,26.56,5.69,6.03,2017-05-02 23:00:00
"5/3/2017 0:00",8.1,29.23296578,26.48,4.51,5.92,2017-05-03 00:00:00
"5/3/2017 1:00",8.09,29.29306915,26.45,5.57,5.71,2017-05-03 01:00:00
"5/3/2017 2:00",8.08,29.35003733,26.4,5.61,5.52,2017-05-03 02:00:00
"5/3/2017 3:00",8.07,29.38680777,26.36,5.59,5.41,2017-05-03 03:00:00
"5/3/2017 4:00",8.06,29.453773,26.34,4.94,5.21,2017-05-03 04:00:00
"5/3/2017 5:00",8.05,29.49004604,26.3,4.8,5.03,2017-05-03 05:00:00
"5/3/2017 6:00",8.05,29.46163535,26.16,3.92,4.79,2017-05-03 06:00:00
"5/3/2017 7:00",8.05,29.47251168,26.11,3.86,4.92,2017-05-03 07:00:00
"5/3/2017 8:00",8.05,29.47963526,26.16,4.47,5.08,2017-05-03 08:00:00
"5/3/2017 9:00",8.07,29.47312985,26.3,4.76,5.49,2017-05-03 09:00:00
"5/3/2017 10:00",8.08,29.48688583,26.44,5.31,5.65,2017-05-03 10:00:00
"5/3/2017 11:00",8.11,29.71960056,26.82,4.91,6.41,2017-05-03 11:00:00
"5/3/2017 12:00",8.14,29.74408068,26.99,5.44,6.94,2017-05-03 12:00:00
"5/3/2017 13:00",8.17,29.76583697,27.22,5.42,7.53,2017-05-03 13:00:00
"5/3/2017 14:00",8.17,29.72937083,27.36,5.85,7.73,2017-05-03 14:00:00
"5/3/2017 15:00",8.19,29.76740139,27.53,5.84,8.02,2017-05-03 15:00:00
"5/3/2017 16:00",8.19,29.75441959,27.62,5.62,8.08,2017-05-03 16:00:00
"5/3/2017 17:00",8.2,29.77833229,27.64,5.45,8.18,2017-05-03 17:00:00
"5/3/2017 18:00",8.21,29.84856203,27.6,5.73,8.26,2017-05-03 18:00:00
"5/3/2017 19:00",8.21,29.84192226,27.42,5.95,8.11,2017-05-03 19:00:00
"5/3/2017 20:00",8.2,29.8868773,27.29,6.2,7.8,2017-05-03 20:00:00
"5/3/2017 21:00",8.2,29.92234043,27.15,5.26,7.65,2017-05-03 21:00:00
"5/3/2017 22:00",8.2,29.94759387,27,5.24,7.41,2017-05-03 22:00:00
"5/3/2017 23:00",8.19,29.95299214,26.85,5.15,7.24,2017-05-03 23:00:00
"5/4/2017 0:00",8.18,29.92657616,26.72,5.03,6.95,2017-05-04 00:00:00
"5/4/2017 1:00",8.17,29.92240373,26.61,4.71,6.7,2017-05-04 01:00:00
"5/4/2017 2:00",8.17,29.93556557,26.52,4.06,6.61,2017-05-04 02:00:00
"5/4/2017 3:00",8.17,30.00428357,26.46,4.26,6.45,2017-05-04 03:00:00
"5/4/2017 4:00",8.15,30.01562715,26.37,3.69,5.96,2017-05-04 04:00:00
"5/4/2017 5:00",8.15,30.01446201,26.29,4.6,6.14,2017-05-04 05:00:00
"5/4/2017 6:00",8.15,29.97738926,26.18,3.81,5.96,2017-05-04 06:00:00
"5/4/2017 7:00",8.14,29.93405764,26.11,4.1,5.86,2017-05-04 07:00:00
"5/4/2017 8:00",8.14,29.91281217,26.12,3.61,5.6,2017-05-04 08:00:00
"5/4/2017 9:00",8.15,29.78991469,26.23,3.33,6.06,2017-05-04 09:00:00
"5/4/2017 10:00",8.16,29.64774475,26.45,4.06,6.32,2017-05-04 10:00:00
"5/4/2017 11:00",8.17,29.5720111,26.7,4.34,6.51,2017-05-04 11:00:00
"5/4/2017 12:00",8.18,29.59172337,26.97,3.82,6.94,2017-05-04 12:00:00
"5/4/2017 13:00",8.19,29.61466126,27.26,3.96,7.23,2017-05-04 13:00:00
"5/4/2017 14:00",8.18,29.672928,27.5,4.41,7.29,2017-05-04 14:00:00
"5/4/2017 15:00",8.17,29.66145784,27.71,4.84,7.21,2017-05-04 15:00:00
"5/4/2017 16:00",8.16,29.60758387,27.81,5.33,7.09,2017-05-04 16:00:00
"5/4/2017 17:00",8.17,29.43713886,27.85,5.26,6.9,2017-05-04 17:00:00
"5/4/2017 18:00",8.18,29.13407368,27.76,3.69,7.07,2017-05-04 18:00:00
"5/4/2017 19:00",8.18,29.11897077,27.71,3.47,6.88,2017-05-04 19:00:00
"5/4/2017 20:00",8.17,29.1038021,27.57,3.37,6.53,2017-05-04 20:00:00
"5/4/2017 21:00",8.16,29.06988099,27.41,3.7,6.44,2017-05-04 21:00:00
"5/4/2017 22:00",8.16,29.10562445,27.22,3.67,6.22,2017-05-04 22:00:00
"5/4/2017 23:00",8.17,29.16710428,27.11,3.19,6.14,2017-05-04 23:00:00
"5/5/2017 0:00",8.16,29.13314984,27.01,3.05,6.12,2017-05-05 00:00:00
"5/5/2017 1:00",8.16,29.11787019,26.87,3.3,5.99,2017-05-05 01:00:00
"5/5/2017 2:00",8.16,29.0662,26.74,3.18,5.69,2017-05-05 02:00:00
"5/5/2017 3:00",8.16,29.0884044,26.58,2.49,5.77,2017-05-05 03:00:00
"5/5/2017 4:00",8.16,29.08048031,26.46,2.81,5.64,2017-05-05 04:00:00
"5/5/2017 5:00",8.15,29.05341973,26.31,3.5,5.68,2017-05-05 05:00:00
"5/5/2017 6:00",8.14,29.052842,26.2,2.31,5.46,2017-05-05 06:00:00
"5/5/2017 7:00",8.12,29.0192749,26.12,2.28,5.41,2017-05-05 07:00:00
"5/5/2017 8:00",8.11,29.01952477,26.05,2.73,5.43,2017-05-05 08:00:00
"5/5/2017 9:00",8.11,29.02172171,26.01,2.47,5.52,2017-05-05 09:00:00
"5/5/2017 10:00",8.11,29.03183156,26.02,2.65,5.64,2017-05-05 10:00:00
"5/5/2017 11:00",8.13,29.05111472,26.13,2.68,6.01,2017-05-05 11:00:00
"5/5/2017 12:00",8.14,29.05558566,26.23,3.26,6.32,2017-05-05 12:00:00
"5/5/2017 13:00",8.15,29.05935886,26.4,3.47,6.62,2017-05-05 13:00:00
"5/5/2017 14:00",8.17,29.06800805,26.51,4.14,6.89,2017-05-05 14:00:00
"5/5/2017 15:00",8.18,28.97052702,26.58,3.87,7.04,2017-05-05 15:00:00
"5/5/2017 16:00",8.19,28.9407685,26.62,4.75,7.17,2017-05-05 16:00:00
"5/5/2017 17:00",8.19,29.07819263,26.5,8.91,7.15,2017-05-05 17:00:00
"5/5/2017 18:00",8.18,29.12482839,26.34,11.77,6.84,2017-05-05 18:00:00
"5/5/2017 19:00",8.17,29.14072369,26.09,9.62,6.61,2017-05-05 19:00:00
"5/5/2017 20:00",8.17,29.13491814,25.84,7.77,6.44,2017-05-05 20:00:00
"5/5/2017 21:00",8.16,29.15258315,25.64,5.83,6.13,2017-05-05 21:00:00
"5/5/2017 22:00",8.18,28.91279543,25.44,5.45,6.48,2017-05-05 22:00:00
"5/5/2017 23:00",8.17,28.68964896,25.31,4.1,6.32,2017-05-05 23:00:00
"5/6/2017 0:00",8.15,28.53484022,25.11,4.44,6.08,2017-05-06 00:00:00
"5/6/2017 1:00",8.13,28.50614448,24.83,3.65,6.14,2017-05-06 01:00:00
"5/6/2017 2:00",8.12,28.49821217,24.54,3.53,6.05,2017-05-06 02:00:00
"5/6/2017 3:00",8.12,28.5122798,24.32,6.56,6.04,2017-05-06 03:00:00
"5/6/2017 4:00",8.12,28.53319452,23.96,9.55,6.06,2017-05-06 04:00:00
"5/6/2017 5:00",8.12,28.53108782,23.68,11.92,6.06,2017-05-06 05:00:00
"5/6/2017 6:00",8.12,28.72387614,23.58,12.69,5.98,2017-05-06 06:00:00
"5/6/2017 7:00",8.13,29.03599776,23.25,19.04,5.95,2017-05-06 07:00:00
"5/6/2017 8:00",8.16,29.42650993,22.89,15.71,6.08,2017-05-06 08:00:00
"5/6/2017 9:00",8.15,29.02068755,22.56,11.67,6.21,2017-05-06 09:00:00
"5/6/2017 10:00",8.12,28.65894745,22.27,13.85,6.33,2017-05-06 10:00:00
"5/6/2017 11:00",8.12,28.79328123,22.41,23.23,6.5,2017-05-06 11:00:00
"5/6/2017 12:00",8.12,28.91684486,22.71,15.56,6.75,2017-05-06 12:00:00
"5/6/2017 13:00",8.12,29.02266427,23.06,12.89,6.89,2017-05-06 13:00:00
"5/6/2017 14:00",8.14,29.13974434,23.3,10.21,7.23,2017-05-06 14:00:00
"5/6/2017 15:00",8.16,29.18328485,23.28,8.9,7.46,2017-05-06 15:00:00
"5/6/2017 16:00",8.18,29.18785861,23.53,8.31,7.73,2017-05-06 16:00:00
"5/6/2017 17:00",8.18,29.08654774,23.8,6.94,7.8,2017-05-06 17:00:00
"5/6/2017 18:00",8.18,28.97850256,23.84,5.91,7.67,2017-05-06 18:00:00
"5/6/2017 19:00",8.18,28.97160621,23.78,6.55,7.53,2017-05-06 19:00:00
"5/6/2017 20:00",8.17,28.96462768,23.63,5.86,7.3,2017-05-06 20:00:00
"5/6/2017 21:00",8.17,29.06054745,23.44,6.74,7.25,2017-05-06 21:00:00
"5/6/2017 22:00",8.16,29.04352875,23.26,6.5,7.08,2017-05-06 22:00:00
"5/6/2017 23:00",8.16,29.03437024,23.07,6.81,6.97,2017-05-06 23:00:00
"5/7/2017 0:00",8.16,29.06725525,22.86,6.76,6.88,2017-05-07 00:00:00
"5/7/2017 1:00",8.17,29.20507292,22.63,5.44,6.66,2017-05-07 01:00:00
"5/7/2017 2:00",8.16,29.30092766,22.39,4.86,6.52,2017-05-07 02:00:00
"5/7/2017 3:00",8.15,29.26932919,22.32,4.51,6.12,2017-05-07 03:00:00
"5/7/2017 4:00",8.14,29.23368373,22.3,4.07,5.9,2017-05-07 04:00:00
"5/7/2017 5:00",8.12,29.19040846,22.23,4.5,6.14,2017-05-07 05:00:00
"5/7/2017 6:00",8.12,29.21849053,22.14,4.24,5.85,2017-05-07 06:00:00
"5/7/2017 7:00",8.11,29.20326735,22.07,4.41,5.84,2017-05-07 07:00:00
"5/7/2017 8:00",8.12,29.22476403,21.99,4.22,6.13,2017-05-07 08:00:00
"5/7/2017 9:00",8.14,29.223716,22.04,4.33,6.32,2017-05-07 09:00:00
"5/7/2017 10:00",8.15,29.25530948,22.07,3.68,6.7,2017-05-07 10:00:00
"5/7/2017 11:00",8.17,29.27641514,22.2,3.24,6.95,2017-05-07 11:00:00
"5/7/2017 12:00",8.17,29.28054312,22.44,3.05,6.99,2017-05-07 12:00:00
"5/7/2017 13:00",8.2,29.26853566,22.63,3.32,7.68,2017-05-07 13:00:00
"5/7/2017 14:00",8.2,29.25796642,23.14,3.82,8.07,2017-05-07 14:00:00
"5/7/2017 15:00",8.19,29.30003701,23.81,4.25,7.97,2017-05-07 15:00:00
"5/7/2017 16:00",8.21,29.28978361,24.02,3.56,8.28,2017-05-07 16:00:00
"5/7/2017 17:00",8.21,29.2935846,24.11,3.01,8.24,2017-05-07 17:00:00
"5/7/2017 18:00",8.21,29.28215432,24.1,3.4,8.03,2017-05-07 18:00:00
"5/7/2017 19:00",8.22,29.29794739,23.99,3.28,8.4,2017-05-07 19:00:00
"5/7/2017 20:00",8.2,29.31960886,23.9,4.26,7.79,2017-05-07 20:00:00
"5/7/2017 21:00",8.21,29.36169324,23.8,2.84,7.92,2017-05-07 21:00:00
"5/7/2017 22:00",8.2,29.37648577,23.7,3.73,7.6,2017-05-07 22:00:00
"5/7/2017 23:00",8.19,29.3586684,23.58,3.09,7.56,2017-05-07 23:00:00
"5/8/2017 0:00",8.19,29.32416546,23.47,3.54,7.36,2017-05-08 00:00:00
"5/8/2017 1:00",8.17,29.30355286,23.36,2.87,6.88,2017-05-08 01:00:00
"5/8/2017 2:00",8.17,29.2617372,23.25,3.25,7.04,2017-05-08 02:00:00
"5/8/2017 3:00",8.17,29.26598522,23.12,3.35,6.77,2017-05-08 03:00:00
"5/8/2017 4:00",8.17,29.27692799,23.01,3.06,6.58,2017-05-08 04:00:00
"5/8/2017 5:00",8.16,29.29136694,22.94,3.04,6.61,2017-05-08 05:00:00
"5/8/2017 6:00",8.15,29.31068672,22.86,2.63,6.18,2017-05-08 06:00:00
"5/8/2017 7:00",8.16,29.32997644,22.81,2.65,6.51,2017-05-08 07:00:00
"5/8/2017 8:00",8.16,29.36820655,22.81,3.91,6.61,2017-05-08 08:00:00
"5/8/2017 9:00",8.17,29.39624567,22.86,2.81,6.79,2017-05-08 09:00:00
"5/8/2017 10:00",8.18,29.42229061,22.94,4.12,6.71,2017-05-08 10:00:00
"5/8/2017 11:00",8.19,29.43054085,23.07,3.39,6.94,2017-05-08 11:00:00
"5/8/2017 12:00",8.2,29.42407942,23.26,3.55,7.45,2017-05-08 12:00:00
"5/8/2017 13:00",8.21,29.39899548,23.64,3.54,8.06,2017-05-08 13:00:00
"5/8/2017 14:00",8.22,29.4112716,24.3,3.18,8.56,2017-05-08 14:00:00
"5/8/2017 15:00",8.21,29.48380176,25.01,3.02,8.37,2017-05-08 15:00:00
"5/8/2017 16:00",8.22,29.46658801,25.17,2.87,8.45,2017-05-08 16:00:00
"5/8/2017 17:00",8.23,29.46419077,25.08,2.72,8.63,2017-05-08 17:00:00
"5/8/2017 18:00",8.23,29.47852435,24.95,2.73,8.49,2017-05-08 18:00:00
"5/8/2017 19:00",8.22,29.50033375,24.84,2.71,8.18,2017-05-08 19:00:00
"5/8/2017 20:00",8.22,29.53352983,24.8,2.58,7.95,2017-05-08 20:00:00
"5/8/2017 21:00",8.21,29.53960572,24.69,2.73,7.64,2017-05-08 21:00:00
